Common_Name,Genus,Species,Scientific_Name,Count,Location,Date,Time
Ruby-crowned Kinglet,Corthylio,calendula,Corthylio calendula,1,Duke University--Chapel Woods,4/24/2024,7:19 AM
Ruby-crowned Kinglet,Corthylio,calendula,Corthylio calendula,2,Duke University--Reclamation Pond,11/4/2023,10:03 AM
Ruby-crowned Kinglet,Corthylio,calendula,Corthylio calendula,1,Duke University--Reclamation Pond,1/16/2024,9:07 AM
Ruby-crowned Kinglet,Corthylio,calendula,Corthylio calendula,1,Duke University--Reclamation Pond,2/20/2024,9:12 AM
Ruby-crowned Kinglet,Corthylio,calendula,Corthylio calendula,1,Duke University--Reclamation Pond,4/6/2024,9:19 AM
Ruby-crowned Kinglet,Corthylio,calendula,Corthylio calendula,3,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Ruby-crowned Kinglet,Corthylio,calendula,Corthylio calendula,1,Morris Green Park,1/7/2024,1:27 PM
Ruby-crowned Kinglet,Corthylio,calendula,Corthylio calendula,1,Sarah P. Duke Gardens (please do not report the ducks),10/10/2023,9:00 AM
Ruby-crowned Kinglet,Corthylio,calendula,Corthylio calendula,1,Sarah P. Duke Gardens (please do not report the ducks),10/21/2023,11:03 AM
Ruby-crowned Kinglet,Corthylio,calendula,Corthylio calendula,1,Sarah P. Duke Gardens (please do not report the ducks),11/7/2023,9:11 AM
Ruby-crowned Kinglet,Corthylio,calendula,Corthylio calendula,1,Sarah P. Duke Gardens (please do not report the ducks),3/22/2024,8:15 AM
Ruby-crowned Kinglet,Corthylio,calendula,Corthylio calendula,1,Brumley Nature Preserve--North,10/21/2023,8:09 AM
Ruby-crowned Kinglet,Corthylio,calendula,Corthylio calendula,1,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Ruby-crowned Kinglet,Corthylio,calendula,Corthylio calendula,1,281      North Camino Lagos,12/30/2023,10:12 AM
Ruby-crowned Kinglet,Corthylio,calendula,Corthylio calendula,2,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,1/1/2024,10:11 AM
Ruby-crowned Kinglet,Corthylio,calendula,Corthylio calendula,1,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
Golden-crowned Kinglet,Regulus,satrapa,Regulus satrapa,3,Beaver Marsh Preserve,11/24/2023,7:50 AM
Golden-crowned Kinglet,Regulus,satrapa,Regulus satrapa,1,Duke University--Chapel Woods,3/2/2024,2:59 PM
Golden-crowned Kinglet,Regulus,satrapa,Regulus satrapa,1,Duke University--Reclamation Pond,11/4/2023,10:03 AM
Golden-crowned Kinglet,Regulus,satrapa,Regulus satrapa,X,Durham,10/17/2023,
Golden-crowned Kinglet,Regulus,satrapa,Regulus satrapa,1,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Golden-crowned Kinglet,Regulus,satrapa,Regulus satrapa,1,Brumley Nature Preserve--North,10/21/2023,8:09 AM
Golden-crowned Kinglet,Regulus,satrapa,Regulus satrapa,1,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
White-breasted Nuthatch,Sitta,carolinensis,Sitta carolinensis,1,Beaver Marsh Preserve,11/24/2023,7:50 AM
White-breasted Nuthatch,Sitta,carolinensis,Sitta carolinensis,1,Campus Dr. (Duke University),10/3/2023,9:17 AM
White-breasted Nuthatch,Sitta,carolinensis,Sitta carolinensis,1,Duke University--Reclamation Pond,11/4/2023,10:03 AM
White-breasted Nuthatch,Sitta,carolinensis,Sitta carolinensis,1,Duke University--Reclamation Pond,2/19/2024,10:41 AM
White-breasted Nuthatch,Sitta,carolinensis,Sitta carolinensis,1,Duke University--Reclamation Pond,5/21/2024,8:04 AM
White-breasted Nuthatch,Sitta,carolinensis,Sitta carolinensis,1,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
White-breasted Nuthatch,Sitta,carolinensis,Sitta carolinensis,2,Sarah P. Duke Gardens (please do not report the ducks),9/19/2023,9:05 AM
White-breasted Nuthatch,Sitta,carolinensis,Sitta carolinensis,2,Sarah P. Duke Gardens (please do not report the ducks),10/10/2023,9:00 AM
White-breasted Nuthatch,Sitta,carolinensis,Sitta carolinensis,1,Sarah P. Duke Gardens (please do not report the ducks),9/14/2024,9:17 AM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,2,"138 Science Drive, Durham, North Carolina, US (36.003, -78.944)",5/11/2024,2:46 PM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,2,"2080 Duke University Road, Durham, North Carolina, US (35.999, -78.933)",3/2/2024,3:45 PM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,1,Campus Dr. (Duke University),10/3/2023,9:17 AM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,3,Duke,5/11/2024,2:27 PM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,2,Duke University--Chapel Woods,3/2/2024,2:59 PM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,1,Duke University--Chapel Woods,3/22/2024,7:58 AM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,2,Duke University--Chapel Woods,4/24/2024,7:19 AM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,2,Duke University--Reclamation Pond,1/16/2024,9:07 AM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,2,Duke University--Reclamation Pond,2/19/2024,10:41 AM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,3,Duke University--Reclamation Pond,4/24/2024,8:06 AM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,1,Duke University--Reclamation Pond,5/21/2024,8:04 AM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,3,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,3,Sarah P. Duke Gardens (please do not report the ducks),9/19/2023,9:05 AM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,2,Sarah P. Duke Gardens (please do not report the ducks),10/10/2023,9:00 AM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,1,Sarah P. Duke Gardens (please do not report the ducks),10/21/2023,11:03 AM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,2,Sarah P. Duke Gardens (please do not report the ducks),11/7/2023,9:11 AM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,4,Sarah P. Duke Gardens (please do not report the ducks),3/22/2024,8:15 AM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,2,Sarah P. Duke Gardens (please do not report the ducks),9/3/2024,9:12 AM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,3,Sarah P. Duke Gardens (please do not report the ducks),9/14/2024,9:17 AM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,2,Weymouth Woods Sandhills Nature Preserve,4/19/2025,6:48 AM
Brown-headed Nuthatch,Sitta,pusilla,Sitta pusilla,1,Brumley Nature Preserve--North,10/21/2023,8:09 AM
Brown Creeper,Certhia,americana,Certhia americana,1,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Brown Creeper,Certhia,americana,Certhia americana,1,Little Creve Coeur Ecological Area,12/26/2023,9:37 AM
Blue-gray Gnatcatcher,Polioptila,caerulea,Polioptila caerulea,2,Duke,5/11/2024,2:27 PM
Blue-gray Gnatcatcher,Polioptila,caerulea,Polioptila caerulea,1,Duke University--Reclamation Pond,4/24/2024,8:06 AM
Blue-gray Gnatcatcher,Polioptila,caerulea,Polioptila caerulea,2,Duke University--Reclamation Pond,5/21/2024,8:04 AM
Blue-gray Gnatcatcher,Polioptila,caerulea,Polioptila caerulea,5,Flat River Waterfowl Impoundment,4/28/2024,7:28 AM
Blue-gray Gnatcatcher,Polioptila,caerulea,Polioptila caerulea,3,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
Blue-gray Gnatcatcher,Polioptila,caerulea,Polioptila caerulea,5,Sandy Creek Park,6/1/2024,8:08 AM
Blue-gray Gnatcatcher,Polioptila,caerulea,Polioptila caerulea,1,Sarah P. Duke Gardens (please do not report the ducks),9/19/2023,9:05 AM
Northern House Wren,Troglodytes,aedon,Troglodytes aedon,1,Sandy Creek Park,6/1/2024,8:08 AM
Northern House Wren,Troglodytes,aedon,Troglodytes aedon,1,Brumley Nature Preserve--North,10/21/2023,8:09 AM
Winter Wren,Troglodytes,hiemalis,Troglodytes hiemalis,1,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Marsh Wren,Cistothorus,palustris,Cistothorus palustris,1,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,1/1/2024,10:11 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,X,Dallas,7/16/2023,
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,1,"2080 Duke University Road, Durham, North Carolina, US (35.999, -78.933)",3/2/2024,3:45 PM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,3,Beaver Marsh Preserve,11/24/2023,7:50 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,2,Campus Dr. (Duke University),10/3/2023,9:17 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,2,Duke University--Chapel Woods,3/2/2024,2:59 PM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,1,Duke University--Chapel Woods,3/22/2024,7:58 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,1,Duke University--Chapel Woods,4/24/2024,7:19 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,1,Duke University--Reclamation Pond,9/26/2023,9:35 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,5,Duke University--Reclamation Pond,11/4/2023,10:03 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,2,Duke University--Reclamation Pond,1/16/2024,9:07 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,1,Duke University--Reclamation Pond,1/22/2024,2:40 PM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,2,Duke University--Reclamation Pond,2/19/2024,10:41 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,2,Duke University--Reclamation Pond,2/20/2024,9:12 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,1,Duke University--Reclamation Pond,4/6/2024,9:19 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,1,Duke University--Reclamation Pond,4/24/2024,8:06 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,2,Duke University--Reclamation Pond,5/21/2024,8:04 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,1,Durham,11/5/2023,8:22 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,2,Flat River Waterfowl Impoundment,4/28/2024,7:28 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,2,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,3,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,3,Sandy Creek Park,6/1/2024,8:08 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,4,Sarah P. Duke Gardens (please do not report the ducks),9/19/2023,9:05 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,5,Sarah P. Duke Gardens (please do not report the ducks),10/10/2023,9:00 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,2,Sarah P. Duke Gardens (please do not report the ducks),3/22/2024,8:15 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,2,Sarah P. Duke Gardens (please do not report the ducks),9/3/2024,9:12 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,2,Sarah P. Duke Gardens (please do not report the ducks),9/14/2024,9:17 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,1,Frontera Audubon Center (LTC 058),4/27/2025,2:32 PM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,1,Leitner Drive/Holiday Inn Express Wetlands,2/9/2025,11:49 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,1,Pinewood/Elmwood Cemetery,2/9/2025,1:53 PM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,6,Brumley Nature Preserve--North,10/21/2023,8:09 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,2,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,2,Frontier Park,12/26/2023,3:47 PM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,5,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,1,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,1/1/2024,10:11 AM
Carolina Wren,Thryothorus,ludovicianus,Thryothorus ludovicianus,3,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
Bewick's Wren,Thryomanes,bewickii,Thryomanes bewickii,X,Dallas,7/16/2023,
Bewick's Wren,Thryomanes,bewickii,Thryomanes bewickii,1,Falcon State Park--Butterfly Garden (Starr Co.),4/26/2025,4:39 PM
Bewick's Wren,Thryomanes,bewickii,Thryomanes bewickii,3,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Bewick's Wren,Thryomanes,bewickii,Thryomanes bewickii,1,Starr County Park (Falcon Heights)(LTC 082),4/26/2025,2:46 PM
Bewick's Wren,Thryomanes,bewickii,Thryomanes bewickii,1,281      North Camino Lagos,12/30/2023,10:12 AM
Cactus Wren,Campylorhynchus,brunneicapillus,Campylorhynchus brunneicapillus,1,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Cactus Wren,Campylorhynchus,brunneicapillus,Campylorhynchus brunneicapillus,1,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
European Starling,Sturnus,vulgaris,Sturnus vulgaris,2,Duke University--Reclamation Pond,11/4/2023,10:03 AM
European Starling,Sturnus,vulgaris,Sturnus vulgaris,2,Duke University--Reclamation Pond,1/16/2024,9:07 AM
European Starling,Sturnus,vulgaris,Sturnus vulgaris,2,Duke University--Reclamation Pond,4/24/2024,8:06 AM
European Starling,Sturnus,vulgaris,Sturnus vulgaris,5,Duke University--Reclamation Pond,5/21/2024,8:04 AM
European Starling,Sturnus,vulgaris,Sturnus vulgaris,20,Durham,11/5/2023,7:02 AM
European Starling,Sturnus,vulgaris,Sturnus vulgaris,3,Durham,11/5/2023,8:22 AM
European Starling,Sturnus,vulgaris,Sturnus vulgaris,5,Sandy Creek Park,6/1/2024,8:08 AM
European Starling,Sturnus,vulgaris,Sturnus vulgaris,5,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
European Starling,Sturnus,vulgaris,Sturnus vulgaris,12,Pinewood/Elmwood Cemetery,2/9/2025,1:53 PM
European Starling,Sturnus,vulgaris,Sturnus vulgaris,3,Frontier Park,12/26/2023,3:47 PM
European Starling,Sturnus,vulgaris,Sturnus vulgaris,1,Little Creve Coeur Ecological Area,12/26/2023,9:37 AM
European Starling,Sturnus,vulgaris,Sturnus vulgaris,2,281      North Camino Lagos,12/30/2023,10:12 AM
European Starling,Sturnus,vulgaris,Sturnus vulgaris,5,England Parkway Pond,12/22/2024,2:21 PM
European Starling,Sturnus,vulgaris,Sturnus vulgaris,7,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
Gray Catbird,Dumetella,carolinensis,Dumetella carolinensis,1,"138 Science Drive, Durham, North Carolina, US (36.003, -78.944)",5/11/2024,2:46 PM
Gray Catbird,Dumetella,carolinensis,Dumetella carolinensis,2,Duke University--Chapel Woods,4/24/2024,7:19 AM
Gray Catbird,Dumetella,carolinensis,Dumetella carolinensis,4,Duke University--Reclamation Pond,4/24/2024,8:06 AM
Gray Catbird,Dumetella,carolinensis,Dumetella carolinensis,2,Duke University--Reclamation Pond,5/21/2024,8:04 AM
Gray Catbird,Dumetella,carolinensis,Dumetella carolinensis,2,Flat River Waterfowl Impoundment,4/28/2024,7:28 AM
Gray Catbird,Dumetella,carolinensis,Dumetella carolinensis,1,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
Gray Catbird,Dumetella,carolinensis,Dumetella carolinensis,2,Sarah P. Duke Gardens (please do not report the ducks),9/19/2023,9:05 AM
Gray Catbird,Dumetella,carolinensis,Dumetella carolinensis,1,Sarah P. Duke Gardens (please do not report the ducks),10/10/2023,9:00 AM
Gray Catbird,Dumetella,carolinensis,Dumetella carolinensis,1,Sarah P. Duke Gardens (please do not report the ducks),11/7/2023,9:11 AM
Gray Catbird,Dumetella,carolinensis,Dumetella carolinensis,1,Sarah P. Duke Gardens (please do not report the ducks),9/3/2024,9:12 AM
Gray Catbird,Dumetella,carolinensis,Dumetella carolinensis,4,Sarah P. Duke Gardens (please do not report the ducks),9/14/2024,9:17 AM
Gray Catbird,Dumetella,carolinensis,Dumetella carolinensis,1,Science Dr (Duke University),9/26/2023,9:18 AM
Gray Catbird,Dumetella,carolinensis,Dumetella carolinensis,1,Frontera Audubon Center (LTC 058),4/27/2025,2:32 PM
Gray Catbird,Dumetella,carolinensis,Dumetella carolinensis,2,Brumley Nature Preserve--North,10/21/2023,8:09 AM
Gray Catbird,Dumetella,carolinensis,Dumetella carolinensis,8,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Curve-billed Thrasher,Toxostoma,curvirostre,Toxostoma curvirostre,1,Frontera Audubon Center (LTC 058),4/27/2025,2:32 PM
Curve-billed Thrasher,Toxostoma,curvirostre,Toxostoma curvirostre,3,Starr County Park (Falcon Heights)(LTC 082),4/26/2025,2:46 PM
Brown Thrasher,Toxostoma,rufum,Toxostoma rufum,1,White Rock Lake & Old Fish Hatchery (PPW-W 086),12/30/2023,11:39 AM
Brown Thrasher,Toxostoma,rufum,Toxostoma rufum,1,"138 Science Drive, Durham, North Carolina, US (36.003, -78.944)",4/24/2024,7:52 AM
Brown Thrasher,Toxostoma,rufum,Toxostoma rufum,X,Duke,8/23/2023,
Brown Thrasher,Toxostoma,rufum,Toxostoma rufum,1,Duke University--Chapel Woods,3/2/2024,2:59 PM
Brown Thrasher,Toxostoma,rufum,Toxostoma rufum,1,Duke University--Chapel Woods,4/24/2024,7:19 AM
Brown Thrasher,Toxostoma,rufum,Toxostoma rufum,1,Duke University--Reclamation Pond,11/4/2023,10:03 AM
Brown Thrasher,Toxostoma,rufum,Toxostoma rufum,1,Duke University--Reclamation Pond,2/19/2024,10:41 AM
Brown Thrasher,Toxostoma,rufum,Toxostoma rufum,1,Duke University--Reclamation Pond,4/6/2024,9:19 AM
Brown Thrasher,Toxostoma,rufum,Toxostoma rufum,1,Duke University--Reclamation Pond,4/24/2024,8:06 AM
Brown Thrasher,Toxostoma,rufum,Toxostoma rufum,1,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Brown Thrasher,Toxostoma,rufum,Toxostoma rufum,1,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
Brown Thrasher,Toxostoma,rufum,Toxostoma rufum,1,Sarah P. Duke Gardens (please do not report the ducks),9/19/2023,9:05 AM
Brown Thrasher,Toxostoma,rufum,Toxostoma rufum,1,Science Dr (Duke University),9/26/2023,9:18 AM
Brown Thrasher,Toxostoma,rufum,Toxostoma rufum,1,Brumley Nature Preserve--North,10/21/2023,8:09 AM
Brown Thrasher,Toxostoma,rufum,Toxostoma rufum,1,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Long-billed Thrasher,Toxostoma,longirostre,Toxostoma longirostre,1,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Long-billed Thrasher,Toxostoma,longirostre,Toxostoma longirostre,1,Estero Llano Grande SP--Tropical Zone only,4/27/2025,12:52 PM
Long-billed Thrasher,Toxostoma,longirostre,Toxostoma longirostre,12,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,1,Cameron Co.--TX100--Aplomado Viewing Area,4/28/2025,8:58 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,1,South Padre Is.--WBC/Conv. Center/Laguna Madre Trail (LTC 035),4/28/2025,1:55 PM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,2,Fort Macon SP--Beach,4/13/2025,11:22 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,1,"138 Science Drive, Durham, North Carolina, US (36.003, -78.944)",4/24/2024,7:52 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,1,"138 Science Drive, Durham, North Carolina, US (36.003, -78.944)",5/11/2024,2:46 PM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,1,"2080 Duke University Road, Durham, North Carolina, US (35.999, -78.933)",3/2/2024,3:45 PM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,1,Duke,5/11/2024,2:27 PM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,1,Duke University--Chapel Woods,3/2/2024,2:59 PM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,2,Duke University--Chapel Woods,3/22/2024,7:58 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,2,Duke University--East Campus,3/2/2024,4:42 PM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,1,Duke University--Reclamation Pond,9/26/2023,9:35 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,3,Duke University--Reclamation Pond,11/4/2023,10:03 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,1,Duke University--Reclamation Pond,1/16/2024,9:07 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,2,Duke University--Reclamation Pond,2/19/2024,10:41 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,3,Duke University--Reclamation Pond,2/20/2024,9:12 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,1,Duke University--Reclamation Pond,4/6/2024,9:19 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,2,Duke University--Reclamation Pond,4/24/2024,8:06 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,2,Duke University--Reclamation Pond,5/21/2024,8:04 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,2,Durham,11/5/2023,8:22 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,11,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,3,Sarah P. Duke Gardens (please do not report the ducks),9/19/2023,9:05 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,2,Sarah P. Duke Gardens (please do not report the ducks),10/10/2023,9:00 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,1,Sarah P. Duke Gardens (please do not report the ducks),11/7/2023,9:11 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,1,Science Dr (Duke University),9/26/2023,9:18 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,5,Estero Llano Grande SP WBC (LTC 054),4/27/2025,7:14 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,1,Frontera Audubon Center (LTC 058),4/27/2025,2:32 PM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,1,Leitner Drive/Holiday Inn Express Wetlands,2/9/2025,11:49 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,4,Pinewood/Elmwood Cemetery,2/9/2025,1:53 PM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,1,Brumley Nature Preserve--North,10/21/2023,8:09 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,2,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,1,"16 North Trumbull Circle, Saint Charles, Missouri, US (38.814, -90.51)",12/25/2023,2:03 PM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,1,Lake Maria Sanchez,1/17/2025,7:46 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,1,Little Creve Coeur Ecological Area,12/26/2023,9:37 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,4,Falcon State Park--Butterfly Garden (Starr Co.),4/26/2025,4:39 PM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,7,Santa Margarita Ranch (LTC 079) (restricted access - guided groups only),4/26/2025,6:34 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,3,Starr County Park (Falcon Heights)(LTC 082),4/26/2025,2:46 PM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,2,281      North Camino Lagos,12/30/2023,10:12 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,2,England Parkway Pond,12/22/2024,2:21 PM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,1,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,1/1/2024,10:11 AM
Northern Mockingbird,Mimus,polyglottos,Mimus polyglottos,1,Village Creek Drying Beds (PPW-W 083)--ACCESS CLOSED July 2025,12/30/2024,9:41 AM
Eastern Bluebird,Sialia,sialis,Sialia sialis,1,"2080 Duke University Road, Durham, North Carolina, US (35.999, -78.933)",3/2/2024,3:45 PM
Eastern Bluebird,Sialia,sialis,Sialia sialis,1,Campus Dr. (Duke University),10/3/2023,9:17 AM
Eastern Bluebird,Sialia,sialis,Sialia sialis,1,Duke University--Reclamation Pond,1/16/2024,9:07 AM
Eastern Bluebird,Sialia,sialis,Sialia sialis,2,Durham,11/5/2023,8:22 AM
Eastern Bluebird,Sialia,sialis,Sialia sialis,5,Flat River Waterfowl Impoundment,11/12/2024,8:33 AM
Eastern Bluebird,Sialia,sialis,Sialia sialis,5,Jordan Game Land--New Hope Creek (Durham Co. Seasonal Mudflats),7/21/2024,7:02 AM
Eastern Bluebird,Sialia,sialis,Sialia sialis,X,Park,8/22/2023,
Eastern Bluebird,Sialia,sialis,Sialia sialis,3,Sandy Creek Park,6/1/2024,8:08 AM
Eastern Bluebird,Sialia,sialis,Sialia sialis,1,Sarah P. Duke Gardens (please do not report the ducks),9/19/2023,9:05 AM
Eastern Bluebird,Sialia,sialis,Sialia sialis,1,Sarah P. Duke Gardens (please do not report the ducks),3/22/2024,8:15 AM
Eastern Bluebird,Sialia,sialis,Sialia sialis,2,Pinewood/Elmwood Cemetery,2/9/2025,1:53 PM
Eastern Bluebird,Sialia,sialis,Sialia sialis,10,Brumley Nature Preserve--North,10/21/2023,8:09 AM
Eastern Bluebird,Sialia,sialis,Sialia sialis,10,Brumley Nature Preserve--North,10/5/2024,8:26 AM
Eastern Bluebird,Sialia,sialis,Sialia sialis,3,Lake Maria Sanchez,1/17/2025,7:46 AM
Eastern Bluebird,Sialia,sialis,Sialia sialis,8,Little Creve Coeur Ecological Area,12/26/2023,9:37 AM
